6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, 3.400000000000000000e+01, 3.754313588142395020e-01, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 4.200000000000000000e+01, -3.641151487827301025e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 4.200000000000000000e+01, -4.120888113975524902e-01, nan, nan, 3.400000000000000000e+01, 3.191351592540740967e-01, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 4.200000000000000000e+01, -4.157693982124328613e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 4.200000000000000000e+01, -3.557301163673400879e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 4.000000000000000000e+01, -3.541114330291748047e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 4.200000000000000000e+01, -3.493202924728393555e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 4.000000000000000000e+01, -3.882484436035156250e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 3.800000000000000000e+01, -3.422431647777557373e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 3.800000000000000000e+01, -3.532912433147430420e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, 4.000000000000000000e+01, -2.496033757925033569e-01, nan, nan, nan, nan, nan, nan
6.037390743419918351e-17, 9.860132971832693549e-01, -1.666666666666666574e-01, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
